Time_ms,V1_mV,V2_mV,V3_mV,V4_mV,V5_mV,V6_mV,V7_mV,V8_mV,V9_mV,u1_mV,u2_mV,u3_mV,u4_mV,u5_mV,u6_mV,u7_mV,u8_mV,u9_mV
734,-74.3941038538488,-74.3341688816767,-74.2617741693651,-74.3341834787649,-74.2854281838799,-74.2214268530908,-74.2618006843743,-74.2214374508675,-74.1657055287277,0.0234339815864441,0.0120949327931262,-0.00160136409524641,0.0120976944042468,0.002873719739567,-0.00923464016900769,-0.00159634774122547,-0.00923263518418438,-0.0197765123630144
736,-74.4124692234318,-74.3538952603558,-74.2830755574613,-74.3539100225444,-74.3062413340642,-74.2436006177533,-74.2831025215784,-74.2436114302363,-74.1890298935351,0.0229212938907316,0.0118397333047859,-0.00155858882958076,0.0118425261512511,0.00282412567058058,-0.00902682068774115,-0.00155348750902378,-0.00902477508269614,-0.0193510117729749
738,-74.4303762319056,-74.3731503413595,-74.3038913468783,-74.3731652355528,-74.3265732829456,-74.2652812203254,-74.3039186905659,-74.2652922184742,-74.2118513853305,0.0224132976425104,0.0115867778055724,-0.00151627516994738,0.011589595625689,0.00277490193135427,-0.00882089372820429,-0.00151110203916362,-0.00881881299741848,-0.0189292409061468
740,-74.4478293957037,-74.391938608564,-74.3242259585097,-74.3919536027201,-74.3464284877331,-74.2864730659723,-74.3242536143765,-74.2864842217065,-74.2341743763034,0.02191000887159,0.0113360761655576,-0.00147442516221127,0.0113389128977133,0.00272605334711987,-0.00861686431167747,-0.00146919297015086,-0.00861475376728313,-0.0185112110222033
742,-74.4648332309,-74.4102645477589,-74.3440838163855,-74.4102796111182,-74.3658114071275,-74.307180559587,-74.3441117196896,-74.3071918459486,-74.2560032326315,0.0214114435326431,0.0110876386101956,-0.00143304026488569,0.011090488434822,0.002677585018122,-0.00841473751749965,-0.00142776126042382,-0.00841260225979351,-0.0180969345252381
744,-74.4813922525828,-74.428132646653,-74.3634693488169,-74.4281477498902,-74.3847265021342,-74.327408107977,-74.3634974378032,-74.327419499237,-74.2773423183687,0.0209176171172486,0.0108414754510158,-0.00139212140395651,0.0108443328201264,0.00262950220394294,-0.00821451833978851,-0.00138680727044436,-0.00821236323648603,-0.0176864244978818
746,-74.4975109740962,-74.4455473946285,-74.3823869891051,-74.445562509946,-74.4031782365057,-74.3471601214823,-74.3824152052135,-74.3471715932036,-74.298195998549,0.0204285443277809,0.01059759685712,-0.001351669020254,0.0106004565116608,0.00258181022497361,-0.0080162115633613,-0.00134633083662587,-0.00801404123759584,-0.0172796942961695
748,-74.5131939061679,-74.4625132822836,-74.4008411758738,-74.4625283834596,-74.4211710768634,-74.3664410150948,-74.400869463849,-74.3664525441634,-74.3185686415966,0.0199442388060792,0.0103560126620038,-0.00131168311323084,0.010358869641169,0.0025345143784836,-0.00781982165851343,-0.0013063313331241,-0.00781764048323197,-0.0168767572006343
750,-74.5284455559466,-74.4790348007949,-74.4188363530767,-74.4790498631977,-74.4387094925455,-74.385255209146,-74.4188646610019,-74.385266773776,-74.3384646211252,0.0194647129101113,0.0101167322019742,-0.00127216328077818,0.0101195818456343,0.00248761986910585,-0.00762535269226717,-0.00126680772634869,-0.00762316478917104,-0.0164776261168129
752,-74.5432704259664,-74.4951164411323,-74.4363769697278,-74.495131441708,-74.4557979552202,-74.4036071296182,-74.4364052490017,-74.4036187093391,-74.3578883172018,0.0189899775324917,0.00987976418165678,-0.00123310875568253,0.00988260212839137,0.00244113174989535,-0.00743280825489078,-0.00122775862184267,-0.00743061749670066,-0.0160823133216333
754,-74.5576730130547,-74.5107626931492,-74.4534674793954,-74.5107776103916,-74.472440938302,-74.4215012081324,-74.4534956846669,-74.4215127837629,-74.3768441171437,0.0185200419562819,0.00964511656503701,-0.00119451843891517,0.00964793874589666,0.00239505487468459,-0.00724219139920328,-0.00118918230558491,-0.00724000141497504,-0.0156908302497197
756,-74.5716578071993,-74.5259780445753,-74.4701123394978,-74.5259928584805,-74.4886429162023,-74.4389418816612,-74.470140428571,-74.4389534352719,-74.3953364159096,0.0180549137434081,0.00941279648650309,-0.00115639093044482,0.00941559911716771,0.00234939385836305,-0.00705350459348266,-0.00115107678042749,-0.00705131877510881,-0.0153031873177998
758,-74.5852292903859,-74.5407669799302,-74.4863160104341,-74.5407816719424,-74.5044083634429,-74.4559335920056,-74.486343944151,-74.4559451068754,-74.4133696161416,0.0175945986502027,0.00918281018183923,-0.00111872455807925,0.0091855897516886,0.00230415304501054,-0.00686674968420669,-0.00111343979981799,-0.00686457119515297,-0.0149193937809574
760,-74.5983919354191,-74.5551339793765,-74.50208295458,-74.5551485323273,-74.5197417536601,-74.4724807850757,-74.5021106966889,-74.4724922456434,-74.4309481279077,0.0171391005700735,0.00895516293654717,-0.00108151740143792,0.00895791619755501,0.00225933648449123,-0.0066819278659861,-0.00107626889344043,-0.00667975965021226,-0.0145394576129351
762,-74.6111502047371,-74.5690835175296,-74.5174176351723,-74.569097915572,-74.5346475585182,-74.4885879100074,-74.517445152188,-74.4885993018192,-74.4480763681874,0.0166884214964,0.00872985904798182,-0.00104476731543984,0.00873258300200127,0.00221494791804535,-0.00649903966142081,-0.00103956139263309,-0.00649688445349205,-0.0141633854234359
764,-74.6235085492246,-74.5826200622367,-74.5323245151104,-74.582634290778,-74.5491302465558,-74.5042594181434,-74.5323517761694,-74.5042707278003,-74.4647587601476,0.0162425615035332,0.00850690179938433,-0.00100847195323346,0.0085095936856315,0.00217099075846442,-0.00631808491010199,-0.00100331445469709,-0.00631594524501196,-0.0137911823808517
766,-74.6354714070394,-74.5957480733382,-74.5468080556878,-74.5957621189721,-74.5631942819784,-74.5194997619078,-74.5468350324012,-74.5195109770106,-74.4809997322362,0.0158015187491409,0.00828629344823053,-0.00097262879182078,0.00828895073034366,0.00212746807429679,-0.0061390627604028,-0.000967525089800767,-0.00613694098452562,-0.0134228521600282
768,-74.6470432024495,-74.608472001421,-74.5608727152804,-74.6084858518595,-74.5768441234178,-74.5343133935934,-74.5608993815901,-74.5343245026895,-74.4968037171283,0.01536528946599,0.00806803521142502,-0.000937235121646018,0.00807065556455833,0.00208438263443006,-0.0059619716671125,-0.000932190144752137,-0.00595986994659847,-0.0130583969465829
770,-74.6582283446918,-74.6207962865738,-74.5745229480023,-74.6208099305803,-74.5900842226726,-74.5487047640839,-74.574549280039,-74.5487157566139,-74.5121751505538,0.0149338680130206,0.0078521272821482,-0.00090228810564831,0.00785470858061931,0.00204173683226561,-0.00578680939751543,-0.000897306369540892,-0.00578472972999577,-0.0126978173649493
772,-74.6690312268607,-74.6327253571538,-74.5877632023322,-74.6327387844788,-74.6029190234204,-74.5626783215319,-74.5877891782759,-74.5626891877774,-74.527118470036,0.0145072468903266,0.00763856883187579,-0.000867784765641011,0.00764110913660589,0.0019995327378061,-0.00561357303498335,-0.000862870398406711,-0.00561151725911271,-0.0123411125093702
774,-74.6794562248197,-74.6442636285671,-74.6005979197461,-74.6442768298855,-74.6153529599466,-74.5762385100008,-74.6006235196939,-74.5762492410343,-74.5416381135533,0.0140854167824225,0.00742735802629474,-0.000833722003779674,0.00742985557298762,0.00195777208853168,-0.00544225899228797,-0.000828878770942384,-0.00544022879711206,-0.0119882799439494
776,-74.6895076961476,-74.6554155020725,-74.6130315333467,-74.6554284689235,-74.6273904558724,-74.5893897680907,-74.6130567391852,-74.5894003557267,-74.555738518149,0.0136683666061106,0.00721849204579361,-0.000800096615150536,0.00722094523380386,0.00191645629539943,-0.00527286302449206,-0.00079532794352941,-0.00527085995857582,-0.0116393157182927
778,-74.6991899791192,-74.6661853636121,-74.6250684665046,-74.6661980883418,-74.6390359228986,-74.6021365275569,-74.6250932617895,-74.602146964306,-74.5694241185065,0.0132560835638394,0.00701196711106463,-0.00076690529806587,0.00701437449228778,0.00187558645236173,-0.00510538024362333,-0.000762214298845964,-0.00510340572389573,-0.0112942143903963
780,-74.7085073917228,-74.6765775826717,-74.636713131519,-74.676590058379,-74.6502937595688,-74.6144832119326,-74.6367375013599,-74.6144934909567,-74.5826993455017,0.0128485532003008,0.00680777850895564,-0.000734144666647323,0.00681013877794255,0.00183516334242109,-0.0049398051372329,-0.000729534156732003,-0.00493786045727341,-0.0109529690583872
782,-74.7174610961947,-74.6865930067477,-74.647965993163,-74.6866052273713,-74.6611645474214,-74.6264300579789,-74.6479899243881,-74.6264401731704,-74.5955641281301,0.0124452465234659,0.00660533770563131,-0.000702475661366534,0.00660764971090027,0.00179454811798989,-0.00477684178894927,-0.000697948133055924,-0.00477492810935824,-0.0106163420323804
784,-74.7260588418226,-74.6962398470446,-74.658835790837,-74.6962518101734,-74.6716568608114,-74.6379860887858,-74.6588592788304,-74.6379960386317,-74.6080278644237,0.0120467261238304,0.00640529467058101,-0.000671148383467437,0.00640755796146768,0.00175445945344019,-0.00461568661895701,-0.000666704709417737,-0.00461380421949407,-0.0102834587939886
786,-74.7343048391686,-74.7055223683716,-74.6693268698257,-74.7055340933355,-74.681775019054,-74.6491556897756,-74.6693499599885,-74.6491654996495,-74.6200950195142,0.0116529611367028,0.00620762881694542,-0.000640168196029927,0.00620984704873993,0.00171488707203865,-0.00445633740252165,-0.000635799787639328,-0.00445448148494171,-0.00995430204648946
788,-74.7422032679783,-74.7144448019274,-74.6794435648115,-74.7144563496113,-74.6915233271076,-74.659943258367,-74.6794663936579,-74.6599530011872,-74.6317701211594,0.0112639189519336,0.00601231726580202,-0.000609538393781023,0.00601450195979594,0.00167582204337292,-0.00429878556706167,-0.000605219422776461,-0.00429694233423216,-0.00962883855717754
790,-74.749758292888,-74.7230113663283,-74.6891901884761,-74.7230228322216,-74.7009060736332,-74.6703531651661,-74.6892129625405,-74.6703629490808,-74.6430576442156,0.0108795695918886,0.00581934024358029,-0.0005792609590879,0.00582150946419663,0.00163725785436121,-0.00414302213415662,-0.000574952351571395,-0.00414117112530118,-0.0093070396180667
792,-74.7569740701001,-74.7312262794588,-74.698571030006,-74.7312377701697,-74.7099275295573,-74.680389736398,-74.6985939719759,-74.6803996768558,-74.6539619585406,0.0104998856526846,0.00562868201642435,-0.000549338138846608,0.00563085593341559,0.00159918880194306,-0.00398904234168693,-0.000544997765401717,-0.00398716171542115,-0.0089888922096685
794,-74.7638547424532,-74.7390937546342,-74.7075903583151,-74.7391053673586,-74.7185919470646,-74.6900572600772,-74.7076136638676,-74.6900674581793,-74.6644873503173,0.0101248411885877,0.00544032997698845,-0.00051977201649209,0.00544252697809626,0.00156160963706013,-0.00383684466315095,-0.000515362857515284,-0.00383491529279433,-0.00867439516152683
796,-74.7704044320477,-74.7466179919432,-74.7162524240654,-74.7466298031741,-74.7269035586424,-74.6993599969422,-74.7162762405971,-74.6993705289347,-74.6746380585051,0.00975441037258248,0.0052542730513039,-0.000490564101763539,0.00525650760822898,0.00152451541071296,-0.00368642869933894,-0.000486058271287439,-0.00368443616006376,-0.00836355218960206
798,-74.7766272349668,-74.753803171061,-74.7245614597995,-74.7538152329251,-74.7348665760533,-74.7083021879508,-74.724585881615,-74.7083131028574,-74.6844183006835,0.0093885666073653,0.00507050045826971,-0.000461715172236951,0.00507278243255786,0.00148790141414786,-0.00353779363695532,-0.000457094828741054,-0.00353572865418538,-0.00805636690574922
800,-74.7825272184385,-74.7606534466442,-74.73252167899,-74.7606657877619,-74.742485189229,-74.7168880577165,-74.7325467514272,-74.716899379367,-74.6938322862458,0.00902728213498176,0.00488900097930686,-0.000433225320528597,0.00489133578547682,0.00145176310052086,-0.00339093745998226,-0.000428481886688022,-0.00338879552554022,-0.00775284017162374
802,-74.7881084195758,-74.7671729457022,-74.7401372747001,-74.7671855741895,-74.7497635651406,-74.7251218152257,-74.7401630019426,-74.7251335461262,-74.7028842210747,0.00867052794230277,0.00470976260911227,-0.000405094054505759,0.00471215178273548,0.00141609602600363,-0.00324585666400144,-0.000400226738359193,-0.00324363730370079,-0.00745296907078273
804,-74.7933748449239,-74.7733657661866,-74.7474124182098,-74.7733786733681,-74.7567058467183,-74.7330076531027,-74.7474387718706,-74.733019778728,-74.7115783075654,0.00831827382574552,0.00453277243714148,-0.000377320410780314,0.00453521433678129,0.00138089579067796,-0.00310254624815119,-0.00037233458313417,-0.00310025221011257,-0.00715674675503624
806,-74.7983304703329,-74.7792359762593,-74.7543512577468,-74.7792491403449,-74.7633161518659,-74.7405497462299,-74.7543781848473,-74.7405622390561,-74.719918742466,0.00797048850803034,0.00435801665023067,-0.000349903056325864,0.0043605071536239,0.00134615799010912,-0.00296099983572558,-0.000344808739924511,-0.00295863632715239,-0.0068641627089798
808,-74.8029792409246,-74.7847876139131,-74.7609579173592,-74.7848010033004,-74.7695985725951,-74.7477522501694,-74.7609853471742,-74.7477650731737,-74.7279097139016,0.00762713976774409,0.00418548059733816,-0.000322840360290836,0.00418801372545589,0.00131187819471887,-0.00282120983455849,-0.000317650935690719,-0.00281878385978639,-0.00657520318151114
810,-74.8073250710473,-74.7900246867619,-74.7672364959244,-74.7900382628448,-74.7755571742715,-74.7546192996056,-74.7672643455904,-74.7546324091682,-74.7355553982729,0.00728819456182801,0.00401514888018529,-0.000296130455481252,0.00401771732913437,0.00127805193134867,-0.0026831676027812,-0.000290861599603676,-0.00268068741422141,-0.00628985163763765
812,-74.811371844191,-74.7949511719014,-74.7731910662712,-74.7949648913804,-74.7811959949588,-74.7611550069015,-74.7732192452505,-74.7611683551416,-74.7428599573451,0.00695361913071328,0.0038470054482143,-0.000269771281138433,0.00384960102622076,0.00124467468344791,-0.00254686360015187,-0.000264440122875033,-0.00254433825633998,-0.00600808919013767
814,-74.8151234128581,-74.7995710157908,-74.7788256743993,-74.7995848325246,-74.7865190448422,-74.7673634608002,-74.7788540879542,-74.7673769974147,-74.7498275356429,0.00662337908824502,0.00368103369107304,-0.000243760614831796,0.00368364766868258,0.00121174189808611,-0.00241228751771615,-0.000238385077315053,-0.00240972653546781,-0.00572989497814366
816,-74.8185835983995,-74.8038881341281,-74.7841443387797,-74.8039020005917,-74.7915303057141,-74.7732487252723,-74.7841728906314,-74.7732623989566,-74.7564622581797,0.0062974394981759,0.00351721652162027,-0.000218096101189748,0.0035198399075939,0.00117924899125044,-0.00227942839174399,-0.00021269439952569,-0.00227684147733177,-0.00545524648790218
818,-74.8217561908269,-74.8079064117138,-74.7891510497224,-74.8079202801256,-74.7962337305056,-74.7788148384974,-74.7891796440495,-74.7788285980241,-74.7627682285029,0.00597576493638699,0.00335553644934116,-0.0001927752687238,0.00335816020386049,0.00114719136237026,-0.00214827469467249,-0.000187365531345036,-0.00214567153987665,-0.00518411982597263
820,-74.8246480691487,-74.8116337324975,-74.7938548616524,-74.8116475556095,-74.8006380106061,-74.7840715073869,-74.7938834044678,-74.7840853024154,-74.7687560181854,0.00565928461830394,0.0031971128243059,-0.000166457329179878,0.00319972801310994,0.00111684111779473,-0.00201736219022091,-0.000161057338591055,-0.00201475232510997,-0.00491488718430668
822,-74.8272605071761,-74.8150708333862,-74.7982558774593,-74.8150845670663,-74.8047434474122,-74.7890184757167,-74.7982842791379,-74.7890322561499,-74.7744248863767,0.00534713177085637,0.00304097727258985,-0.000140230593716619,0.00304357554103705,0.0010871474928657,-0.00188784714824286,-0.000134857305685693,-0.00188524004138563,-0.00464879648569823
824,-74.8295957623653,-74.8182196859634,-74.8023557042212,-74.8182333084305,-74.8085518227014,-74.7936572161659,-74.8023838978639,-74.7936709251796,-74.7797760263007,0.00503891429252638,0.00288668362854455,-0.000114610204104069,0.00288926085530509,0.00105762841558435,-0.00176027011661892,-0.000109276273526071,-0.00175767651752842,-0.00438644117344068
826,-74.8316573717454,-74.8210839541083,-74.8061580787795,-74.8210974961139,-74.8120670178696,-74.7979917054935,-74.806186054112,-74.7980052732855,-74.7848134745429,0.00473459226233841,0.00273421595916503,-8.95982830118978e-05,0.00273677796270259,0.00102830910192106,-0.00163458783018802,-8.43056542467344e-05,-0.00163202094855725,-0.00412776666127245
828,-74.8334488556553,-74.8236672825427,-74.8096667205335,-74.8236808252965,-74.8152928933664,-74.8020259017834,-74.8096945279065,-74.8020392512667,-74.7895412567271,0.00443411552609374,0.00258354764261814,-6.52073230901373e-05,0.00258610978703551,0.000999203745877657,-0.00151076763218248,-5.99464702957877e-05,-0.00150824205286308,-0.00387272750864023
830,-74.8349738116453,-74.8259733714486,-74.8128854296719,-74.8259870160718,-74.8182332793438,-74.8057637351099,-74.8129131501028,-74.8057767909235,-74.7939633828185,0.00413745020093736,0.00243466421803609,-4.143286550454e-05,0.00243724563424248,0.000970322471663337,-0.00138878049067681,-3.61884615328667e-05,-0.00138631047087373,-0.00362127957296921
832,-74.836235911533,-74.8280059750192,-74.8158180862282,-74.8280198120546,-74.8208919731654,-74.8092091049034,-74.8158457974698,-74.8092217991247,-74.7980838414324,0.0038445800450712,0.00228756502750273,-1.82517616789465e-05,0.0022901828456941,0.000941672788925076,-0.00126859958506206,-1.30090958888121e-05,-0.00126619797487647,-0.00337337916020742
834,-74.8372388560452,-74.8297688658766,-74.8184686044582,-74.8297829570788,-74.8232727389556,-74.8123658789399,-74.8184963590104,-74.8123781535114,-74.8019065949472,0.00355549840887846,0.00214225702324164,4.36973651157439e-06,0.00214492292691146,0.000913260042561477,-0.00115019996096427,9.62059666267481e-06,-0.0011478777441165,-0.00312898341843835
836,-74.8379863338471,-74.8312658028412,-74.820840891585,-74.831280174402,-74.8253793084829,-74.8152378940118,-74.8208687073779,-74.8152497013023,-74.8054355777939,0.00327020052029904,0.00199874870506863,2.64682056184109e-05,0.00200146764950608,0.000885087614845524,-0.00103355836685414,3.17306519879975e-05,-0.00103132455477442,-0.00288805062367026
838,-74.8384819962476,-74.8325005115121,-74.822938823593,-74.8325151545175,-74.8272153832463,-74.8178289585843,-74.8229666832376,-74.8178402610748,-74.8086746982968,0.0029886784772943,0.00185704622625884,4.80782498526676e-05,0.00185981652482724,0.000857157099375683,-0.000918652972447626,5.33489924937308e-05,-0.000916514663192761,-0.00265054005334999
840,-74.8387295043707,-74.8334770568447,-74.8247669924463,-74.8334919314792,-74.8287852805992,-74.8201438289673,-74.8247948470859,-74.8201545983351,-74.8116290974179,0.00271095976190821,0.00171725347194025,6.94034589570837e-05,0.00172006759848258,0.000829620132119945,-0.000805249092349384,7.46732546875606e-05,-0.000803211648087943,-0.00241614425748343
842,-74.8387322268078,-74.8341995745821,-74.8263304738615,-74.8342146155481,-74.8300936973467,-74.8221880057976,-74.8263582486246,-74.8221982216448,-74.8143049730427,0.00243693067909042,0.00157940187709526,9.06531009504407e-05,0.00158224747053659,0.000802614295199041,-0.000693057076645092,9.59077844888113e-05,-0.000691124350467139,-0.00218444165669453
844,-74.8384930288329,-74.8346708758552,-74.8276320476258,-74.8346859973793,-74.8311433500104,-74.8239641626407,-74.8276596424506,-74.8239738065663,-74.8167049599742,0.00216641896920044,0.00144330893976087,0.000111638740175614,0.00144616976822715,0.00077593918985912,-0.000582285447887551,0.000116859383490822,-0.000580460922062254,-0.00195564811491246
846,-74.8380138506004,-74.8348941986942,-74.8286764844862,-74.8349092996783,-74.8319384973675,-74.8254778859931,-74.8287037565682,-74.8254869121655,-74.8188357425638,0.00189914480024259,0.00130894038450341,0.000132616085448608,0.00131179732904282,0.000749753651522186,-0.000472524178108964,0.000137775666510609,-0.000470816522664541,-0.00172914590706762
848,-74.8372983572859,-74.8348715125396,-74.8294637738789,-74.834886482009,-74.832479708152,-74.8267280002651,-74.8294905174728,-74.8267363020644,-74.8206945523554,0.00163517821576536,0.00117604542687892,0.000152959743260147,0.00117887748977723,0.000723541897327726,-0.000364619055842972,0.000158019340494085,-0.000363048444402771,-0.00150608217147051
850,-74.836349576534,-74.8346058932143,-74.8299970469627,-74.8346206152565,-74.8327700879432,-74.8277176502132,-74.8300229912401,-74.8277250453742,-74.822284449299,0.00137452331879786,0.00104463728785391,0.000172693409936781,0.00104742253958308,0.000697322778871982,-0.000258543819158351,0.000177601784670844,-0.000257144733966494,-0.00128644669250636
852,-74.8351703028029,-74.8341003214347,-74.8302795095402,-74.8341146775755,-74.8328127678862,-74.8284501607054,-74.8303043472639,-74.8284564161638,-74.8236088383117,0.00111711911480099,0.000914690210733442,0.000191833912544442,0.000917406237599519,0.000671099000685708,-0.000154259114880473,0.000196532938958144,-0.000153075648769802,-0.00107018497174493
854,-74.8337648402102,-74.8333585397145,-74.8303142698518,-74.8333724092073,-74.8326110330844,-74.8289282642375,-74.8303377083311,-74.8289331547633,-74.8246699728201,0.000863172586604203,0.000786304931042226,0.000210361990933865,0.000788928889910789,0.000644884759072796,-5.18552932103079e-05,0.000214796296480921,-5.09300576174583e-05,-0.000857477993202518
856,-74.8321375767243,-74.832384540182,-74.830104893574,-74.8323977986019,-74.8321685475466,-74.8291552567387,-74.8301266960745,-74.8291586186861,-74.8254709063018,0.000612903454061711,0.00065962627540466,0.00022834178931309,0.000662134625650484,0.000618762805725771,4.86807609472986e-05,0.000232466585026286,4.93168060242938e-05,-0.000648358512195336
858,-74.8302928279716,-74.8311825250957,-74.8296554899687,-74.8311950425739,-74.8314894109806,-74.8291351622295,-74.8296754949567,-74.8291369233218,-74.8260157181059,0.000366517211581363,0.000534838286627539,0.000245939752952048,0.000537206456215967,0.000592897777299629,0.000147499368961441,0.000249724481826835,0.000147832549578741,-0.000442665741146805
860,-74.828235871029,-74.8297574034385,-74.8289705692392,-74.8297690459182,-74.8305782170702,-74.8288722276082,-74.8289886951053,-74.8288724197505,-74.826308502588,0.000124291396076201,0.000412148882055298,0.000263288365813372,0.000414351513818871,0.000567437950070824,0.000244683187138893,0.000266717582736293,0.000244719538666853,-0.000240345873458489
862,-74.8259734074619,-74.8281153194801,-74.8280556343861,-74.8281259541179,-74.8294406380968,-74.8283715585853,-74.8280718705761,-74.8283703109466,-74.8263540206786,-0.000113109952577341,0.000292116641964127,0.000280824871717246,0.000294128599463192,0.00054285259564873,0.000340594313569318,0.000283896584408389,0.000340358273759865,-4.1102052103258e-05
864,-74.823508338362,-74.8262597530532,-74.8269148216277,-74.8262692553647,-74.8280806050962,-74.8276376461222,-74.826929205701,-74.8276351582302,-74.8261573570709,-0.000345818641602217,0.00017471926909893,0.000298651165817582,0.0001765170026379,0.00051920479038364,0.00043540174440363,0.00030137247851308,0.000434931060652257,0.000155347054666781
866,-74.8208370312462,-74.8241890794112,-74.8255487866449,-74.824197342845,-74.8264981102169,-74.8266724535817,-74.8255613766781,-74.8266689603491,-74.825722244689,-0.000575120032256205,5.9051238059163e-05,0.000316293150146196,6.06145898662561e-05,0.000495894903988092,0.000528878786427296,0.000318675049535803,0.00052821790334161,0.000349109530904112
868,-74.8179620909423,-74.8219061799859,-74.8239606003785,-74.8219131348366,-74.8246962512233,-74.8254792073864,-74.8239714584252,-74.8254749470036,-74.8250520594405,-0.000801119183317873,-5.49401792176351e-05,0.000333733952023813,-5.36243973506079e-05,0.000472911135717038,0.000621037980262463,0.000335788178519892,0.00062023196117019,0.000540226201640407
870,-74.8148861454737,-74.8194139442098,-74.8221533003138,-74.8194195653929,-74.8226781327417,-74.8240611048344,-74.8221624781009,-74.8240562883261,-74.8241500724053,-0.00102391890162721,-0.000167308334699558,0.000350948228826127,-0.000166244868315691,0.000450240847452436,0.000711884219204824,0.00035268456808352,0.000710972987317036,0.0007287159169827
872,-74.8116118986096,-74.8167152776563,-74.8201299078454,-74.816719576022,-74.8204468389417,-74.8224213102596,-74.8201374408541,-74.8224161051127,-74.8230194708123,-0.00124360067459506,-0.000278096536053302,0.000367914584588167,-0.000277283332313778,0.000427874519002798,0.000801423149439448,0.000369339749098442,0.000800438391420274,0.000914588654700894
874,-74.8081421542901,-74.8138131118133,-74.8178934438452,-74.8138161185428,-74.8180054277199,-74.820562957594,-74.8178993502803,-74.820557484008,-74.8216633843991,-0.00146021953275733,-0.000387335683795029,0.00038461903004756,-0.000386766843592111,0.00040580516576004,0.000889662171333319,0.000385736464088073,0.00088862662795953,0.00109785102204354
876,-74.8044797854289,-74.8107103909121,-74.8154469266476,-74.8107121442198,-74.8153569277765,-74.8184891515708,-74.8154512088688,-74.8184834861644,-74.8200849072591,-0.00167381016115263,-0.000495046968369916,0.000401054392287692,-0.000494715261784903,0.000384027576346122,0.000976610458155115,0.000401864542571925,0.000975538624477776,0.00127851017940957
878,-74.8006276915379,-74.8074100538074,-74.8127933638726,-74.8074105904468,-74.8125043367795,-74.8162029677203,-74.8127960109952,-74.816197150515,-74.8182871105657,-0.00188439519315687,-0.000601245581056352,0.00041721849078261,-0.000601144054961592,0.000362537686987606,0.00106227867718232,0.000417719297765345,0.00106117812470012,0.00145657596920981
880,-74.7965887660547,-74.803915019974,-74.8099357446793,-74.8039143707676,-74.8094506202929,-74.8137074518157,-74.8099367355516,-74.8137014940132,-74.8162730478337,-0.00209199163551407,-0.000705943602889845,0.00043311242806057,-0.000706066425860298,0.000341332136507772,0.00114667864181997,0.000433299890352529,0.00114555148990022,0.0016320616697457
882,-74.792365876012,-74.800228180821,-74.8068770341118,-74.8002263688484,-74.8061987112999,-74.8110056192137,-74.806876340192,-74.8109995105091,-74.8140457557162,-0.00229661490953733,-0.000809151843428427,0.000448739325422254,-0.000809494649193898,0.000320407980498491,0.00122982299184151,0.000448608043198463,0.00122866729090593,0.00180498394959906
884,-74.7879618510561,-74.7963523950224,-74.8036201693844,-74.7963494353732,-74.8027515101382,-74.8081004542995,-74.8036177572743,-74.8080941691934,-74.8116082526284,-0.00249828108191852,-0.000910880877592694,0.000464103466815821,-0.000911440811312256,0.000299762526192455,0.00131172493558683,0.000463647121389106,0.00131053586139449,0.00197536245541095
886,-74.7833801591988,-74.7922910916539,-74.8001685744003,-74.7922869921931,-74.7991124286896,-74.8049953766457,-74.8001644082044,-74.8049888796449,-74.8089639362634,-0.00269689443591271,-0.00101104235511505,0.000479292219021137,-0.00101181792783625,0.000279480869386827,0.00139247102219164,0.000478504021156399,0.00139124186030701,0.00214327959577014
888,-74.7786288111442,-74.7880517649665,-74.7965291736603,-74.7880465285971,-74.7952885527063,-74.8016969821225,-74.7965232186247,-74.801690232133,-74.8061189595795,-0.00289157575277015,-0.0011088547588366,0.000494979321917618,-0.00110984542292661,0.00026026725187272,0.00147267281454087,0.000493852693785413,0.00147139579021471,0.00230926314045971
890,-74.7737043666857,-74.7836317320822,-74.7927001924043,-74.7836253596013,-74.7912778253557,-74.7982040144109,-74.7926924177993,-74.7981969691877,-74.8030727451057,-0.00308340373271275,-0.00120525351965994,0.000510401137048427,-0.00120645912408663,0.00024130466991387,0.00155166476145908,0.000508930265881226,0.00155033188164426,0.00247277597018279
892,-74.7686093760084,-74.7790336523454,-74.7886843919358,-74.77902616593,-74.7870830225839,-74.7945193351631,-74.788674804892,-74.7945119653367,-74.7998282313859,-0.00327240922340239,-0.00130024883436421,0.000525566765275339,-0.00130166518353655,0.000222604997336168,0.00162947494516809,0.000523753000485467,0.00162808065408211,0.00263386071462841
894,-74.7633462526823,-74.7742600951809,-74.7844844549777,-74.7742515583555,-74.7827068852642,-74.7906457733502,-74.7844731313165,-74.7906380762868,-74.7963883407722,-0.00345865352941723,-0.00139387251632645,0.000540465826774659,-0.00139548759180908,0.000204168854132469,0.00170612065339467,0.000538323512232729,0.00170466445206861,0.00279255232817081
896,-74.7579174061648,-74.7693136130254,-74.7801030430496,-74.7693041246777,-74.7781521235682,-74.786586125125,-74.7800901179791,-74.7865781218836,-74.7927559608153,-0.00364219488239325,-0.00148615574908075,0.00055508777422094,-0.00148795084197987,0.000185994900001013,0.00178161681264485,0.000552642490416566,0.00178010268594291,0.00294888302620628
