Time_ms,V1_mV,V2_mV,V3_mV,V4_mV,V5_mV,V6_mV,V7_mV,V8_mV,V9_mV,u1_mV,u2_mV,u3_mV,u4_mV,u5_mV,u6_mV,u7_mV,u8_mV,u9_mV,FP1_mV,FP2_mV,FP3_mV,FP4_mV,FP5_mV,FP6_mV,FP7_mV,FP8_mV,FP9_mV,FP10_mV,FP11_mV,FP12_mV,FP13_mV,FP14_mV,FP15_mV,FP16_mV,FP17_mV,FP18_mV,FP19_mV,FP20_mV,FP21_mV,FP22_mV,FP23_mV,FP24_mV,FP25_mV,FP26_mV,FP27_mV,FP28_mV,FP29_mV,FP30_mV,FP31_mV,FP32_mV,FP33_mV,FP34_mV,FP35_mV,FP36_mV,FP37_mV,FP38_mV,FP39_mV,FP40_mV,FP41_mV,FP42_mV,FP43_mV,FP44_mV,FP45_mV,FP46_mV,FP47_mV,FP48_mV,FP49_mV,FP50_mV,FP51_mV,FP52_mV,FP53_mV,FP54_mV,FP55_mV,FP56_mV,FP57_mV,FP58_mV,FP59_mV,FP60_mV,FP61_mV,FP62_mV,FP63_mV,FP64_mV
748,-74.5020284765814,-74.4524620214656,-74.3930794981914,-74.4524001953066,-74.4105666784967,-74.3573716701646,-74.3921618452348,-74.3557594258124,-74.3094249516315,0.00474115414290299,0.00332427570729797,0.000271633241839228,0.00272073693632288,0.00107048897567886,-0.00160175025638782,-0.0022448801760579,-0.00461975186309057,-0.00578551873655923,-0.00984854796825857,-0.00890969066066921,-0.00788646051391841,-0.00679395819004012,-0.00564711647064138,-0.00446092805802511,-0.0032507901800802,-0.0020327547053282,-0.0085900084939555,-0.00764921716948102,-0.00662827988149948,-0.00554210225174764,-0.00440561656040414,-0.0032338928977921,-0.00204253339656307,-0.000847866390211613,-0.00718574576809033,-0.00624328880635671,-0.00522595389495967,-0.00414843255496608,-0.00302550400268348,-0.00187224892534884,-0.000704370254124884,0.000461608480577157,-0.00564660321141108,-0.00470228501779198,-0.0036893728676821,-0.00262220887339238,-0.0015153376265805,-0.000383808344504774,0.000756685524318564,0.0018894789056834,-0.00398311976076644,-0.00303646441966181,-0.00202835159455029,-0.000972709054455144,0.000116157168982923,0.00122336688413481,0.00233327189086657,0.00342912503104044,-0.00220575823699613,-0.00125607759391514,-0.000252845268623183,0.000790467375387881,0.00185989300137466,0.00294076873857776,0.00401748741191704,0.00507332717681292,-0.000325256780510352,0.000628230004700457,0.00162671972454797,0.00265724899523017,0.00370621660356323,0.00475918633300546,0.00580069657371064,0.00681406874009622,0.00164710673089239,0.0026052060281464,0.00359922763793763,0.00461674365105114,0.00564455607906086,0.00666851429228419,0.00767331836508173,0.00864230615838497
750,-74.5175932395716,-74.4692442333511,-74.411258569137,-74.4691843365796,-74.4283632297876,-74.3763895808584,-74.4103663053469,-74.3748207146938,-74.329515947163,0.00462828548939323,0.00325433907370126,0.000275925327105586,0.00266476917774347,0.00106263328772001,-0.00154819688221595,-0.0021822946777287,-0.00449542845544946,-0.00563794369647141,-0.00972169772592254,-0.0087950859533245,-0.00778521371959268,-0.00670698613881518,-0.00557514137550195,-0.00440447550408078,-0.00321018213534709,-0.00200809936972093,-0.00847948651591611,-0.0075509816039305,-0.00654338799214105,-0.00547141825808914,-0.00434980968829919,-0.00319343462938031,-0.00201768866535856,-0.000838682587502434,-0.00709345164460911,-0.00616331804392,-0.00515929545909844,-0.00409588465651201,-0.00298767178486854,-0.00184953937616762,-0.000696982295710224,0.000453696226799618,-0.00557429667751032,-0.00464234097870272,-0.00364269867979054,-0.00258952548449554,-0.00149717593415465,-0.000380500971420913,0.00074501390697638,0.00186292612166041,-0.00393242356323316,-0.00299817542951633,-0.00200328470172967,-0.000961497939403191,0.000113066204590495,0.0012057237396965,0.00230103399128674,0.0033824737506707,-0.00217815804837614,-0.00124093770419172,-0.000250878170853815,0.000778724733732551,0.0018340868164718,0.00290073871373275,0.00396328077144596,0.00500521480143166,-0.000322096030427364,0.000618867879431983,0.00160423284304076,0.00262120463306755,0.00365636067822085,0.00469545567569445,0.00572323380063542,0.00672323967804148,0.00162463540585376,0.00257013942945115,0.00355108129222018,0.00455519553894773,0.00556945782907858,0.00657990492490365,0.00757144079971368,0.00852762675396848
752,-74.5327280801556,-74.4855839874504,-74.4289813005942,-74.4855260034545,-74.4457073153661,-74.3949432751087,-74.42811420452,-74.3934174140221,-74.3491328750044,0.0045164929717467,0.00318501948126088,0.000280135359244304,0.00260927670853161,0.00105477624924179,-0.00149518991879565,-0.00212038207467325,-0.00437235037195643,-0.00549176344069689,-0.00959677279782953,-0.0086822273323048,-0.00768551638237287,-0.0066213523512669,-0.00550428164224688,-0.00434890662162497,-0.00317022035059847,-0.00198385042394483,-0.00837065247355672,-0.00745425345457598,-0.00645980640867952,-0.00540183367512351,-0.00429488041942207,-0.00315362418656868,-0.00199325713125773,-0.000829675827348666,-0.00700257935485021,-0.00608458736433772,-0.00509367976293539,-0.0040441693486635,-0.00295045205304625,-0.00182721521026674,-0.000689748769348267,0.000445860967197884,-0.00550311916087786,-0.0045833429461393,-0.00359677309189777,-0.00255738162477644,-0.00147933584772457,-0.000377291402062972,0.000733471014420576,0.00183672790050511,-0.00388253884831745,-0.00296051357923971,-0.00197864756289896,-0.000950508813445031,0.000109968609514157,0.00118829396612947,0.00226923095297555,0.0033364768607668,-0.00215102911918731,-0.00122608328610896,-0.000248999211728552,0.000767100240155227,0.00180861128841132,0.00286125515816307,0.00390983654752858,0.00493807747271308,-0.000319045776949842,0.000609582617331799,0.00158202011281657,0.00258563913167945,0.00360719306883267,0.00463262464323753,0.00564688066342376,0.00663372551192961,0.00160243256648463,0.00253553037998351,0.00350358977240939,0.00449450532383972,0.0054954237295216,0.00649256629460509,0.00747103775792869,0.00841461938961792
754,-74.5474374980231,-74.5014857737771,-74.4462521443113,-74.501429686174,-74.4626034057307,-74.4130371793315,-74.4454099941628,-74.4115539490567,-74.3682801128682,0.00440578101960794,0.00311632240133255,0.000284265500774479,0.00255426473375689,0.00104692338654596,-0.00144272766650536,-0.00205914138142089,-0.004250517512488,-0.00534698081041732,-0.00947372893544288,-0.00857107408592632,-0.0075873317197494,-0.00653702431262146,-0.00543450930806236,-0.00429419822838916,-0.00313088659348112,-0.00195999469095176,-0.00826346684674885,-0.00735899677254696,-0.00637750312910734,-0.00533332077017686,-0.00424080555817399,-0.00311444312256005,-0.00196922524755041,-0.000820837549294144,-0.00691309473090016,-0.00600706620407968,-0.00502908020234554,-0.00399326428873675,-0.00291382697390111,-0.00180526329514533,-0.00068266137383878,0.000438106107424831,-0.00543304243311074,-0.00452526632970955,-0.00355157548172164,-0.00252576091853366,-0.00146180546302711,-0.000374172371677795,0.000722059364938797,0.00181088197420749,-0.00383344387820804,-0.00292346080399738,-0.00195442608823318,-0.000939731813414403,0.000106869821669777,0.00117107843403703,0.00223785899829154,0.0032911259223538,-0.00212435671628391,-0.00121150331679473,-0.000247201349531241,0.000755596733508585,0.00178346488334698,0.0028223120514871,0.00385714418088449,0.00487190010824159,-0.000316098766250064,0.000600377722086626,0.00156008105035487,0.00255054783070491,0.00355870479957288,0.0045706798612026,0.00557161936702514,0.00654550407216043,0.00158049755645986,0.0025013744306607,0.00345674463555965,0.00443466041372302,0.00542243693363787,0.00640647724890398,0.00737208379145426,0.00830325439948338
756,-74.5617259865667,-74.5169540806625,-74.4630755561688,-74.5168998732745,-74.4790559728355,-74.4306757256759,-74.4622581297563,-74.4292347507014,-74.3869620464896,0.00429615366001975,0.00304825302201317,0.000288317905382908,0.00249973823710723,0.00103908006495243,-0.00139080841535744,-0.00199857136235999,-0.00412992952421147,-0.00520359847918111,-0.00935252303988959,-0.00846158657040437,-0.00749062392634823,-0.00645397038651812,-0.00536579718314122,-0.00424032780383908,-0.00309216317724064,-0.00193651941942992,-0.00815789115049487,-0.00726517656263123,-0.00629644701524432,-0.00526585257710974,-0.00418756257195491,-0.00307587354443938,-0.00194557990788804,-0.000812159516217036,-0.00682496451052653,-0.00593072482428512,-0.00496547090909651,-0.00394314777446843,-0.00287777925320631,-0.00178367093104517,-0.000675712130260143,0.000430434844352249,-0.00536403902769002,-0.00446808722049488,-0.00350708582117746,-0.00249464749064256,-0.00144457327751337,-0.000371136913825071,0.000710781285404223,0.00178538599273924,-0.00378511751949959,-0.00288699956372051,-0.00193060662680706,-0.000929157423495389,0.000103775027873235,0.00115407786298668,0.0022069143014445,0.00324641255314328,-0.00209812654047137,-0.00119718712828162,-0.000245477812848115,0.000744216871640218,0.00175864597979962,0.00278390338206318,0.00380519321949778,0.00480666783226791,-0.000313247995006815,0.000591256525366983,0.00153841508327382,0.00251592606805909,0.00351088698301403,0.0045096081358446,0.00549743239065481,0.00645855355721959,0.0015588296647618,0.00246766715571114,0.00341053754377509,0.00437564840609842,0.00535048087091214,0.00632161699957038,0.0072745539046398,0.00819350265837562
758,-74.5755980317678,-74.5319933937331,-74.4794559953768,-74.5319410505635,-74.4950694892906,-74.4478633515984,-74.4786630700725,-74.4464642551165,-74.4051830698059,0.0041876144829329,0.00298081621073671,0.0002922947038009,0.00244570194422004,0.00103125146174838,-0.00133943043743333,-0.00193867054159324,-0.00401058577890203,-0.0050616188846242,-0.00923311318254617,-0.00835372623078571,-0.00739535819513824,-0.00637215983641526,-0.00529811887177624,-0.00418727350962491,-0.00305403298027417,-0.00191341230207132,-0.00805388795641046,-0.00717275880520772,-0.00621660781472755,-0.00519940291816012,-0.00413512961227806,-0.00303789813340553,-0.00192230846534246,-0.000803633832155255,-0.00673815635936035,-0.00585553433338253,-0.00490282677341427,-0.00389379876594288,-0.0028422921566738,-0.00176242587045303,-0.000668893400173782,0.00042285014915894,-0.00529608226286504,-0.00441178241414514,-0.00346328469877853,-0.00246402598804062,-0.00142762821057514,-0.000368178379259774,0.00069963889380268,0.00176023750799604,-0.00373753926647019,-0.00285111286599999,-0.00190717598844989,-0.000918776495997958,0.000100689144290738,0.00113729280337724,0.00217639297200695,0.00320232841245375,-0.00207232474941475,-0.00118312442977976,-0.000243822121885567,0.000732963111419163,0.00173415284990808,0.00274602312988358,0.00375397330332555,0.00474236596266756,-0.000310486733106974,0.000582222164962424,0.00151702152954701,0.00248176916035804,0.00346373080224964,0.00444939643830151,0.00542430247444603,0.00637285252313374,0.00153742810311854,0.00243440413108414,0.0033649602437554,0.00431745706938147,0.00527953923050701,0.00623796510867003,0.00717842354367523,0.00808533557410775
760,-74.5890581110565,-74.5466081948126,-74.495397923523,-74.5465577000258,-74.5106484274356,-74.4646044992188,-74.4946292762407,-74.4632469031118,-74.4229475848046,0.00408016661587979,0.00291401648498882,0.000296197991781769,0.00239216029382532,0.00102344254517482,-0.00128859198039465,-0.00187943721389149,-0.00389248535565648,-0.00492104417313557,-0.00911545861637987,-0.00824745561320669,-0.0073015007301924,-0.0062915628385021,-0.00523144878524508,-0.0041350142024576,-0.00301647945881239,-0.00189066148804777,-0.00795142090548692,-0.00708171046950438,-0.00613795617452349,-0.00513394641737235,-0.00408348552810475,-0.00300050015793638,-0.00189939874516814,-0.000795252954528274,-0.00665263888477177,-0.00578146670109653,-0.0048411234578721,-0.00384519689934377,-0.00280734952357639,-0.00174151633152226,-0.00066219789838923,0.000415354755411956,-0.0052291462561197,-0.00435632942521793,-0.00342015333402057,-0.00243388159398479,-0.00141095961736852,-0.000365290449118184,0.000688634087083717,0.00173543396277916,-0.00369068925608033,-0.00281578428113277,-0.00188412145878936,-0.000908580265961952,9.76168027486916e-05,0.00112072362381782,0.00214629104351987,0.00315886519145901,-0.00204693797358966,-0.00116930532354038,-0.000242228103903473,0.000721837693982455,0.00170998364612711,0.00270866525469106,0.00370347415391355,0.00467898000211302,-0.000307808540393453,0.000573277568388598,0.00149589958197896,0.00244807238873237,0.00341722749815486,0.00439003189345201,0.00535221260985953,0.00628837987541494,0.00151629198873835,0.0024015809179875,0.00332000455164373,0.00426007432911414,0.00520959594915863,0.00615550147807979,0.00708366858759998,0.00797872508037004
762,-74.6021106921546,-74.5608029607729,-74.5109058035029,-74.5607542986745,-74.5257972583096,-74.4809036144997,-74.5101612106924,-74.4795871393527,-74.440260001098,0.00397381270506118,0.00284785799069283,0.000300029821223632,0.00233911741573584,0.00101565805898354,-0.00123829126056021,-0.00182086945377224,-0.00377562702604642,-0.00478187615229006,-0.00899951977903941,-0.00814273836877275,-0.00720901875129632,-0.00621215048694415,-0.00516576214769575,-0.00408352944031328,-0.0029794866534156,-0.00186825558971929,-0.00785045471239127,-0.00699199951869009,-0.00606046364667175,-0.00506945850702183,-0.00403260987268726,-0.00296366348071904,-0.00187683905186088,-0.000787009701245874,-0.00656838164168078,-0.00570849476489426,-0.00478033740459362,-0.0037973224945247,-0.00277293577434633,-0.00172093100538858,-0.000655618700237317,0.000407951151938065,-0.00516320593171176,-0.00430170649536259,-0.00337767358569887,-0.00240420003632152,-0.00139455729691453,-0.000362467142645975,0.000677768533571483,0.00171097268345806,-0.00364454827715759,-0.00278099795144119,-0.00186143080832684,-0.000898560359920012,9.45623421962915e-05,0.0011043705030165,0.00211660446571966,0.00311601460571229,-0.00202195332664047,-0.00115572031501483,-0.000240689902925615,0.000710842635565137,0.00168613639220126,0.0026718236873798,0.00365368556646912,0.00461649563080492,-0.000305207277942278,0.000564425441996551,0.00147504829768358,0.00241483098868151,0.00337136835976446,0.00433150177102788,0.00528114603186597,0.00620511486251326,0.00149542033183273,0.00236919305068607,0.00327566234124226,0.00420348825681369,0.00514063520085597,0.00607420634039142,0.0069902653408918,0.00787364363083706
764,-74.6147602319123,-74.5745821623433,-74.5259840983527,-74.5745353173625,-74.5405204505429,-74.4967651462749,-74.5252633360085,-74.4954894114163,-74.4571247352637,0.00386855490264825,0.00278234448587574,0.000303792192355675,0.00228657711398222,0.00100790251120648,-0.00118852645763763,-0.00176296512601299,-0.00366000924446123,-0.00464411625307064,-0.00888525828922296,-0.00803953925088255,-0.00711788049224477,-0.00613389479314361,-0.00510103499625327,-0.00403279948329892,-0.00294303919046379,-0.00184618368487799,-0.007750955163717,-0.00690359490889842,-0.00598410268808102,-0.00500591542801338,-0.00398248290450526,-0.00292737256018405,-0.00185461817120079,-0.000778897253354203,-0.00648535513219101,-0.00563659223042981,-0.00472044583609838,-0.00375015655638317,-0.00273903591240363,-0.00170065905864051,-0.000649149244374264,0.000400641579567725,-0.00509823702176816,-0.00424789259483882,-0.00333582795411824,-0.00237496759009912,-0.00137841149507084,-0.000359702820588615,0.000667043669425112,0.00168685087642691,-0.00359909777291625,-0.00274673859440466,-0.00183909229617266,-0.000888708799969286,9.1529804435085e-05,0.0010882334254001,0.00208732910046914,0.00307376839140074,-0.00199735840978649,-0.00114236031780344,-0.000239201985223391,0.000699979721784654,0.00166260897775457,0.00263549232500035,0.00360459740534382,0.00455489870256682,-0.000302677114876231,0.000555668263849443,0.00145446659097295,0.00238204014320045,0.00332614471796024,0.00427379348003706,0.00521108621400238,0.00612303707122556,0.00147481202654172,0.00233723602761438,0.00323192553542533,0.00414768706204778,0.00507264138978913,0.00599406025259028,0.00689819052756933,0.00777006419376361
766,-74.6270111751475,-74.5879502628954,-74.5406372700095,-74.587905219568,-74.5548224691833,-74.5121935451609,-74.5399401136906,-74.5109581687223,-74.4735462099893,0.00376439485949304,0.00271747933030142,0.000307487048489099,0.00223454285513687,0.00100018016730351,-0.00113929570848906,-0.0017057218948135,-0.00354563014001331,-0.00450776549879289,-0.00877263693633881,-0.00793782410614124,-0.00702805519291761,-0.00605676867887222,-0.0050372441751045,-0.00398280528894756,-0.00290712227887035,-0.00182443531462091,-0.00765288910940337,-0.00681646658179037,-0.00590884665421081,-0.00494329422453932,-0.00393308558300279,-0.00289161244740107,-0.00183272536823099,-0.000770909153975736,-0.00640353079934463,-0.00556573366617815,-0.00466142675092592,-0.00370368077129196,-0.00270563552153589,-0.00168069013146316,-0.000642783331745103,0.000393428031483614,-0.00503421606223689,-0.0041948674193782,-0.00329459957845607,-0.00234617107562604,-0.00136251290327342,-0.000356992184468936,0.000656460698889254,0.00166306562754471,-0.00355431983932709,-0.0027129915014194,-0.00181709466915129,-0.000879018003412023,8.85229341732835e-05,0.00107231218084762,0.00205846072083021,0.00303211830371475,-0.0019731413123393,-0.00112921665442512,-0.000237759140209785,0.000689250506573803,0.00163939915685605,0.00259966502896061,0.00355619960172693,0.00449417524188146,-0.000300212530707048,0.000547008281053219,0.00143415323036045,0.00234969497964189,0.00328154794217854,0.00421689456506629,0.00514201686433153,0.0060421264228315,0.00145446584622496,0.00230570530616722,0.00318878610077727,0.00409265908686029,0.0050055991445614,0.00591504409036696,0.00680742128591043,0.00766796024732576
768,-74.6388679534936,-74.600911717212,-74.5548697780156,-74.6008684601652,-74.5687077744792,-74.5271932623695,-74.5541960028767,-74.5259978613654,-74.4895288530545,0.00366133372222537,0.00265326547901105,0.000311116271173798,0.00218301776104081,0.000992495046110016,-0.00109059710289114,-0.00164913723307511,-0.00343248751214165,-0.0043728244818075,-0.00866161966616688,-0.00783755986120533,-0.00693951308737257,-0.00598074596573997,-0.0049743673264685,-0.00393352850450244,-0.00287172170354177,-0.00180300047830854,-0.00755622445030809,-0.00673058545326122,-0.00583466978880635,-0.00488157273506956,-0.00388439956077354,-0.00285636877929347,-0.00181115038175298,-0.000763039304158293,-0.00632288101657642,-0.00549589449392,-0.00460325891512992,-0.00365787749972615,-0.00267272075951377,-0.0016610143323155,-0.000636515121465738,0.000386312255967716,-0.00497112038452684,-0.00414261138269202,-0.00325397223034778,-0.00231779785303086,-0.00134685265403505,-0.000354330273037467,0.000646020596639219,0.00163961390356275,-0.00351019721906975,-0.00267974253276431,-0.0017954271577481,-0.000869480779436759,8.55451813924341e-05,0.00105660636617903,0.00202999501190824,0.0029910561170275,-0.00194929060836782,-0.00111628105390256,-0.000236356478855465,0.000678656312966337,0.00161650454830549,0.00256433562475811,0.00350848215299507,0.00443431144297275,-0.000297808315318014,0.000538447509244434,0.00141410683766897,0.00231779056839954,0.00323756943852338,0.00416079270427539,0.00507392192340234,0.00596236317053498,0.00143438044035054,0.00227459629950431,0.0031462360441675,0.0040383928022016,0.00493949331451362,0.00583713904420891,0.00671793516429937,0.00756730577498295
770,-74.6503349842634,-74.6134709702509,-74.5686860781842,-74.6134294841915,-74.5821808206304,-74.5417687484498,-74.5680354590144,-74.540612938869,-74.5050770961843,0.00355937213437607,0.00258970548020856,0.000314681677774343,0.00213200460508496,0.000984850919073893,-0.00104242867852347,-0.00159320843163579,-0.00332057882853014,-0.00423929334559493,-0.0085521715618294,-0.00773871450517386,-0.00685222538764402,-0.00590580136040955,-0.00491238287731978,-0.00388495145537401,-0.00283682381570085,-0.00178186962568534,-0.00746093012147178,-0.00664592339787895,-0.00576154720970209,-0.00482072957957264,-0.00383640717224507,-0.00282162776905398,-0.00178988341626134,-0.000755281956465109,-0.00624337907333498,-0.00542705097543785,-0.00454592185024259,-0.00361272976551154,-0.00264027834879255,-0.00164162223006592,-0.000630339124307159,0.000379295761554193,-0.00490892810365787,-0.00409110560568954,-0.00321393030418696,-0.00228983581375636,-0.00133142231355559,-0.000351712456171629,0.000635724112739907,0.00161649255567403,-0.00346671329235107,-0.00264697810939025,-0.00177407946886207,-0.000860090322929659,8.25997066732604e-05,0.0010411153894457,0.00200192757383939,0.00295057362663475,-0.00192579535045894,-0.00110354564631684,-0.000234989429084227,0.00066819823697911,0.00159392263851044,0.00252949790386579,0.00346143512347903,0.00437529366939265,-0.000295459565692646,0.000529987735013008,0.00139432588961449,0.00228632192361585,0.00319420064992965,0.00410547570863842,0.00500678556253414,0.0058837278969419,0.00141455433429763,0.00224390437535721,0.0031042674107691,0.00398487680526062,0.00487430896647959,0.00576032661575448,0.00662971011710548,0.00746807526088596
772,-74.6614166693337,-74.6256324559154,-74.5820906212421,-74.6255927256181,-74.5952460545196,-74.5559244519706,-74.5814629325107,-74.5548078488853,-74.5201953737962,0.00345851024097952,0.00252680147627439,0.000318185019318046,0.00208150581169701,0.000977251311440274,-0.000994788417827258,-0.00153793260806146,-0.00320990122459543,-0.00410717177245302,-0.00844425882194817,-0.00764125706897126,-0.00676616426477162,-0.00583191043738587,-0.00485127002395202,-0.00383705713139087,-0.002802415520971,-0.00176103364706924,-0.00736697607213579,-0.0065624532303655,-0.00568945489190549,-0.00476074414408904,-0.00378909141985985,-0.00278737619384547,-0.00176891513151578,-0.000747631706647896,-0.00616499915751861,-0.00535918019653897,-0.00448939581866179,-0.00356822124264895,-0.0026082955646388,-0.00162250484364363,-0.000624250194189463,0.000372379823587126,-0.0048476181034807,-0.00404033190300089,-0.00317445880493715,-0.00226227336954079,-0.00131621387212872,-0.000349134426711135,0.000625571779134276,0.00159369832431723,-0.00342385206531122,-0.00261468520233971,-0.00175304177621147,-0.000850840206039188,7.96893881680426e-05,0.00102583847550033,0.00197425392612079,0.00291066265161225,-0.00190264506130301,-0.00109100295531723,-0.000233653729201411,0.000657877152993277,0.00157165078567236,0.00249514562683897,0.00341504864648227,0.00431710845479988,-0.000293161680828565,0.000521630520201928,0.00137480872113285,0.0022552840056331,0.0031514330574522,0.00405093152236187,0.00494059218322189,0.00580620151242812,0.00139498593081499,0.00221362485690298,0.0030628722841361,0.0039320998186938,0.00481003138318448,0.00568458861520791,0.00654272450106273,0.00737024368529274
774,-74.6721173940542,-74.6374005958354,-74.5950878514596,-74.6373626061311,-74.6079079144365,-74.5696648181691,-74.5944828673666,-74.5685870358487,-74.5348881216686,0.00335874769539852,0.00246455520778787,0.000321627979403946,0.00203152345799824,0.000969699505441856,-0.000947674244231348,-0.00148330671540609,-0.00310045150558413,-0.00397645897544133,-0.00833784873514687,-0.00754515760163525,-0.00668130282655356,-0.00575904961840298,-0.00479100871324366,-0.0037898291703045,-0.00276848426520138,-0.00174048386130874,-0.0072743332428991,-0.00648014868407448,-0.00561836964743266,-0.00470159656227675,-0.00374243595748103,-0.00275360138036002,-0.00174823663023057,-0.000740083483260953,-0.00608771633527483,-0.00529226004777419,-0.00443366180583704,-0.00352433623897014,-0.00257676022082103,-0.00160365362972905,-0.000618243517674886,0.000365565492796356,-0.00478717001913418,-0.00399027276649976,-0.00313554333302356,-0.00223509943901131,-0.00130121973249548,-0.000346592190548911,0.000615563917920994,0.00157122784568279,-0.00338159815522786,-0.00258285131922508,-0.0017323047084802,-0.000841724367828918,7.68168305549298e-05,0.0010107746734984,0.00194696951346853,0.00287131503899331,-0.00187982972228816,-0.00107864588809345,-0.000232345419426565,0.000647693720927288,0.001549686225808,0.00246127252796456,0.00336931292737946,0.00425974250443656,-0.000290910354470968,0.000513377207851725,0.0013555535302446,0.00222467172473656,0.00310925818301264,0.00399714822429595,0.00487532641718212,0.00572976525368442,0.0013756735130443,0.00218375302458984,0.00302204278707074,0.003880050690606,0.00474664606221672,0.00560990715923219,0.00645695707212387,0.00727378652025275
776,-74.6824415261851,-74.6487797981653,-74.6076822052773,-74.6487435339332,-74.6201708288026,-74.5829942875724,-74.6070996998125,-74.581954939608,-74.5491597755474,0.0032600836691364,0.00240296801950167,0.00032501217373808,0.00198205927863983,0.000962198544806366,-0.000901084019671393,-0.00142932755049982,-0.00299222615007011,-0.00384715369497119,-0.00823290965346497,-0.00745038714506133,-0.0065976150942019,-0.00568719615118944,-0.00473157962354764,-0.00374325184069432,-0.00273501801952685,-0.0017202120034584,-0.00718297354136221,-0.00639898438828085,-0.00554826910441377,-0.00464326769638746,-0.00369642507334798,-0.00272029118970472,-0.00172783944500296,-0.000732632537042459,-0.00601150652935034,-0.00522626920458893,-0.00437870150201765,-0.00348105967992379,-0.00254566065489342,-0.00158506046985825,-0.000612314603195631,0.000358853603836187,-0.00472756421852934,-0.00394091134848214,-0.00309717006903193,-0.00220830343386193,-0.00128643269758606,-0.000344082056154294,0.000605700649677331,0.00154907765785188,-0.00333993677561096,-0.00255146449071557,-0.00171185933687253,-0.000832737103293548,7.39843744669666e-05,0.000995922864482893,0.00192006971136888,0.00283252266726045,-0.00185733976216928,-0.00106646772506944,-0.000231060832582213,0.000637648394176829,0.0015280260789937,0.00242787231956647,0.00332421824619829,0.00420318269597646,-0.000288701567043431,0.000505228929230695,0.00133655838378687,0.00219447994536717,0.00306766759193379,0.00394411402885168,0.00481097312579071,0.00565440068168619,0.00135661524860715,0.00215428411910484,0.00298177108327973,0.00382871839470832,0.00468413871465193,0.00553626466820993,0.00637238698135021,0.00717867972411321
778,-74.692393414869,-74.6597744564074,-74.6198781099449,-74.6597399025652,-74.6320392149065,-74.5959172946083,-74.6193178569477,-74.5949159940429,-74.5630147697114,0.00316251686353186,0.0023420408688202,0.000328339150628591,0.00193311467145806,0.000954751241091142,-0.000855015542283769,-0.00137599176198747,-0.00288522131468864,-0.00371925419845017,-0.0081294109627296,-0.00735691770606994,-0.00651507597619479,-0.00561632808505475,-0.00467296414230348,-0.00369731002195795,-0.00270200526290547,-0.00170021020999513,-0.00709286981480449,-0.00631893584232244,-0.00547913168295882,-0.00458573911505054,-0.00365104366984845,-0.00268743399947976,-0.00170771552304485,-0.000725274428218273,-0.0059363464944045,-0.00516118710407291,-0.00432449728073343,-0.00343837708861267,-0.00251498571063979,-0.001566717655096,-0.000606459268099029,0.000352244785827595,-0.00466878178077948,-0.00389223144130553,-0.00305932575507432,-0.00218187524217175,-0.00127184595578489,-0.000341600622090785,0.000595981903924821,0.00152724420903349,-0.00329885371792255,-0.00252051325357745,-0.00169169715998189,-0.000823873049938763,7.11941078505901e-05,0.00098128177094426,0.0018935498338115,0.00279427745207892,-0.00183516604263033,-0.00105446210700618,-0.00022979658288681,0.00062774142912277,0.00150666735726295,0.00239493869855304,0.00327975496226729,0.00414741608226468,-0.000286531575875031,0.000497186612326969,0.00131782122447928,0.00216470349188688,0.00302665289731007,0.00389181728902225,0.00474751740134616,0.00558008968098308,0.00133780919495644,0.00212521334548898,0.00294204938027445,0.00377809203204797,0.00462249526562,0.00546364386539205,0.00628899377235481,0.00708489973714299
780,-74.7019773896314,-74.67038894826,-74.6316799821745,-74.6703560897571,-74.6435174776563,-74.6084382662157,-74.6311417553976,-74.6074746256779,-74.5764575355107,0.0030660455221337,0.00228177433491999,0.000331610391687873,0.00188469070491244,0.000947360180296413,-0.000809466545150326,-0.00132329585875255,-0.00277943284080102,-0.00359275828359583,-0.00802732305344428,-0.00726472222881644,-0.00643366124222962,-0.00554642424693593,-0.00461514434430925,-0.00365198918500149,-0.00266943496533763,-0.00168047100429249,-0.00700399582351932,-0.00623997939041349,-0.00541093657161541,-0.00452899307148471,-0.00360627724401546,-0.00265501868659917,-0.00168785721113041,-0.000718005013911764,-0.00586221379299219,-0.0050969939223398,-0.00427103217781657,-0.00339627456687442,-0.00248472472083113,-0.00154861787099194,-0.000600673625886457,0.000345739472604253,-0.00461080447504908,-0.00384421745790006,-0.00302199767681054,-0.00215580521212794,-0.00125745306673913,-0.000339144764696132,0.000586407429043052,0.00150572386507827,-0.00325833533379503,-0.00248998663447082,-0.00167181008912961,-0.00081512717491702,6.84478771975136e-05,0.00096684996577441,0.00186740514004786,0.00275657135073894,-0.00181329984418643,-0.00104262302239569,-0.000228549554921961,0.000617972894510947,0.00148560697205804,0.00236246535168375,0.00323591351755944,0.00409242989238438,-0.000284396905023858,0.000489250990374359,0.00129933987792712,0.00213533715380387,0.00298620576348359,0.00384024649774558,0.00468494456653354,0.00550681445738761,0.0013192533047175,0.00209653587716526,0.00290286993182296,0.00372816083172699,0.00456170185324198,0.00539202777402005,0.0062067573768466,0.0069924234755282
